T: T: Genes,C: Winner MOCK,endosome-vesicle,protein-complex,PM,ER,Cytoplasm,Mitochondria,Nucleus,Translation,Lysosome,Peroxisome,Golgi apparatus,LD,T: T: Protein Ids,T: T: Protein Names,T: T: Protein Group,T: T: First Protein Description
SLC35F6,Lysosome,-1.41451,-2.8318,-2.26913,-1.25018,-2.42647,-1.39921,-1.57131,-2.1678,0.0971211,-1.43688,-0.016708,-1.1044,Q8N357;F8WCT7,S35F6_HUMAN,Q8N357,Solute carrier family 35 member F6
GALC,Lysosome,-1.72252,-2.73454,-1.88976,-1.60741,-2.47399,-0.770376,-1.33405,-2.09615,0.328487,-1.35425,-0.521133,-0.922943,P54803;P54803-3;P54803-4,GALC_HUMAN,P54803;P54803-4,Galactocerebrosidase
ASAH1,Lysosome,-1.05094,-2.87622,-2.15154,-1.76381,-2.25781,-1.76194,-1.4283,-2.05679,0.534255,-1.82981,-0.867383,-1.1889,Q13510;A0A1B0GUW4;A0A1B0GV06;A0A1B0GUE3;A0A1B0GUG1;A0A1B0GUH5;A0A1B0GTZ5;A0A1B0GUA4;A0A1B0GTM3;A0A1B0GTP7;A0A1B0GW68;E7EMM4;Q13510-2;Q13510-3,ASAH1_HUMAN,Q13510;Q13510-2,Acid ceramidase
PSAP,Lysosome,-1.00954,-2.12172,-1.95051,-1.48577,-2.17013,-1.9031,-1.55797,-1.96654,0.240129,-2.13989,-0.42535,-1.20415,P07602;P07602-2;P07602-3,SAP_HUMAN,P07602,Prosaposin
CTSD,Lysosome,-1.29976,-2.65789,-1.61286,-1.5978,-2.29819,-1.62998,-1.362,-1.9459,0.305497,-2.02331,-0.491424,-1.09891,P07339;F8W787;C9JH19;A0A1B0GVD5;A0A1B0GV23;A0A1B0GWE8;A0A1B0GVP3;A0A1B0GW44;H7C469,CATD_HUMAN,P07339,Cathepsin D
TM7SF3,Lysosome,-1.06088,-1.91004,-2.48851,-2.30403,-1.75466,-1.60511,-1.45333,-2.27355,2.02536,-1.59197,-1.91459,-1.24481,Q9NS93,TM7S3_HUMAN,Q9NS93,Transmembrane 7 superfamily member 3
ARSA,Lysosome,-2.45789,-2.88565,-1.08527,-2.82395,-1.48989,-1.76808,-1.32585,-1.01997,0.812914,-1.15996,-1.01104,-1.59737,P15289;A0A0C4DFZ2;P15289-2,ARSA_HUMAN,P15289,Arylsulfatase A
AGA,Lysosome,-2.2726,-3.13169,-1.53595,-2.15304,-1.17047,-0.690954,-1.35074,-1.33132,1.50055,-0.628148,-1.57972,-1.67379,P20933,ASPG_HUMAN,P20933,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase
NAGLU,Lysosome,-1.83555,-2.49086,-1.29646,-0.703975,-1.40395,-1.21397,-1.96689,-1.36142,0.616936,-2.28545,-1.50205,-1.43236,P54802;K7ENX5,ANAG_HUMAN,P54802,Alpha-N-acetylglucosaminidase
DPP7,Lysosome,-2.04228,-2.74693,-1.15261,-0.934879,-1.39483,-1.41239,-2.18272,-1.52959,0.915618,-1.91991,-1.66361,-1.39304,Q9UHL4;R4GMR2,DPP2_HUMAN,Q9UHL4,Dipeptidyl peptidase 2
SCPEP1,Lysosome,-1.77973,-3.49251,-1.77895,-0.825595,-1.6707,-1.97194,-1.67691,-1.33609,0.59158,-1.56015,-1.30741,-1.37954,Q9HB40;Q9HB40-2,RISC_HUMAN,Q9HB40,Retinoid-inducible serine carboxypeptidase
LIPA,Lysosome,-1.74511,-3.25311,-1.36173,-1.08882,-1.66358,-1.5738,-1.79458,-1.50985,0.606437,-1.41629,-1.18564,-1.49994,P38571;A0A0A0MT32;P38571-2,LICH_HUMAN,P38571;P38571-2,Lysosomal acid lipase/cholesteryl ester hydrolase
PRCP,Lysosome,-2.01384,-3.0761,-1.46254,-0.880359,-1.44303,-1.74389,-1.69872,-1.22856,0.748047,-1.77861,-1.48583,-1.49903,P42785;B7Z7Q6;A0A7P0TB23;P42785-2;E9PQB5;E9PNF7;E9PNJ1;E9PL49;E9PL85;E9PLY4;E9PKN6,PCP_HUMAN,P42785,Lysosomal Pro-X carboxypeptidase
CTSA,Lysosome,-2.16303,-3.08963,-1.19236,-0.681988,-1.47972,-1.66453,-2.10336,-1.36945,0.455404,-1.76598,-1.51953,-1.45467,P10619;P10619-2;X6R8A1;X6R5C5;A0A7I2V4K5,PPGB_HUMAN,P10619;P10619-2,Lysosomal protective protein
CTSL,Lysosome,-1.99864,-2.86599,-1.53086,-1.04221,-1.11709,-1.19743,-1.10935,-1.04985,0.456307,-1.34585,-1.71986,-1.61446,P07711;Q5T8F0;P07711-3;A0A7I2YQA2;A0A7I2YQB5;A0A7I2V2H7;A0A7I2V5M3,CATL1_HUMAN,P07711,Procathepsin L
NPC2,Lysosome,-2.36251,-3.3082,-1.08611,-1.28298,-2.35147,-0.579356,-1.59819,-1.80271,0.714828,-1.88019,-1.62473,-1.36315,P61916;J3KMY5;H0YIZ1;P61916-2;G3V2V8;G3V3D1;G3V3E8;E7EMS2,NPC2_HUMAN,P61916,NPC intracellular cholesterol transporter 2
GUSB,Lysosome,-2.59198,-3.27464,-0.847433,-2.24355,-2.22285,-1.4361,-2.04588,-2.00275,0.869327,-1.31804,-1.02755,-1.53757,P08236;P08236-2;P08236-3,BGLR_HUMAN,P08236;P08236-2;P08236-3,Beta-glucuronidase
RNASET2,Lysosome,-2.72574,-3.41293,-1.49144,-2.13841,-1.66237,-0.765061,-1.42982,-1.63491,0.802835,-1.0674,-1.55746,-1.63896,O00584;D6REQ6;D6RHI9;A0A804HJZ7;A0A804HKZ2;A0A087WZM2,RNT2_HUMAN,O00584,Ribonuclease T2
MANBA,Lysosome,-2.59776,-3.29446,-0.955258,-2.43323,-1.71966,-0.828186,-1.83145,-1.65006,0.898175,-1.63175,-1.34753,-1.57684,O00462;A0A2R8Y524;A0A2R8YEC9;E9PFW2,MANBA_HUMAN,O00462,Beta-mannosidase
GLB1,Lysosome,-2.1187,-3.50074,-1.69634,-1.93332,-1.66205,-1.3632,-1.40986,-1.48306,0.560723,-1.56379,-0.998788,-1.47183,P16278;E7EQ29;F8WF40;C9JWX1;C9JF15;P16278-2;P16278-3,BGAL_HUMAN,P16278;P16278-3,Beta-galactosidase
GALNS,Lysosome,-1.88137,-3.39884,-1.85236,-1.3809,-1.6109,-2.05781,-1.56556,-1.26524,1.17428,-1.84533,-1.20366,-1.41355,P34059;H3BP66,GALNS_HUMAN,P34059,N-acetylgalactosamine-6-sulfatase
PLBD2,Lysosome,-1.91929,-3.45841,-1.9823,-1.86678,-1.89378,-1.81604,-1.37419,-1.57238,1.08176,-1.43738,-1.28851,-1.40825,Q8NHP8;Q8NHP8-2,PLBL2_HUMAN,Q8NHP8,Putative phospholipase B-like 2
ARSB,Lysosome,-2.11415,-3.41318,-1.68478,-1.64401,-1.6421,-1.77424,-1.6467,-1.33578,1.34128,-1.17975,-1.33822,-1.58915,P15848;A0A2U3U034;P15848-2,ARSB_HUMAN,P15848,Arylsulfatase B
GNS,Lysosome,-2.2457,-3.4859,-1.90548,-1.49612,-1.62723,-1.83046,-1.43738,-1.2881,1.031,-1.37218,-1.36968,-1.47941,P15586;F6S8M0;H7C3P4;P15586-2;F5H4C6,GNS_HUMAN,P15586,N-acetylglucosamine-6-sulfatase
SIAE,Lysosome,-1.96983,-3.42511,-1.68765,-1.54611,-1.83953,-1.54072,-1.73128,-1.56254,1.01733,-0.872639,-1.28729,-1.49511,Q9HAT2;Q9HAT2-2,SIAE_HUMAN,Q9HAT2,Sialate O-acetylesterase
NEU1,Lysosome,-1.68427,-3.30599,-1.71319,-1.20582,-2.09795,-1.62194,-1.66546,-1.64777,0.616439,-0.924963,-1.4073,-1.2613,Q99519;E9PIF4,NEUR1_HUMAN,Q99519,Sialidase-1
