T: T: Genes,C: Winner INF,endosome-vesicle,protein-complex,PM,ER,Cytoplasm,Mitochondria,Nucleus,Translation,Lysosome,Peroxisome,Golgi apparatus,LD,T: T: Protein Ids,T: T: Protein Names,T: T: Protein Group,T: T: First Protein Description
EVI5,Cytoplasm,-1.70042,-2.22956,-1.87522,-1.0443,0.961048,-1.53495,-1.265,-1.09222,-3.53554,-1.57272,-0.598321,-1.29963,O60447;A0A1B0GUF4;A0A804HIC4;O60447-2,EVI5_HUMAN,O60447;O60447-2,Ecotropic viral integration site 5 protein homolog
PTPRF,PM,-1.17643,-2.77455,0.864353,-1.13914,-1.65252,-1.64161,-1.22694,-1.76429,-1.25179,-2.88185,-1.96287,-1.1129,P10586;H0Y6Z7;H0Y4H1;P10586-2,PTPRF_HUMAN,P10586;P10586-2,Receptor-type tyrosine-protein phosphatase F
ERGIC2,endosome-vesicle,0.448335,-2.66448,-0.594475,-0.99926,-1.89833,-0.984164,-1.5241,-1.37943,-2.57456,-3.37686,-1.66875,-1.22007,Q96RQ1;H0YI50;F8VPA6,ERGI2_HUMAN,Q96RQ1,Endoplasmic reticulum-Golgi intermediate compartment protein 2
KIAA0319L,endosome-vesicle,0.360414,-3.02763,-1.12961,-1.19194,-0.858381,-1.36683,-1.95619,-1.55822,-1.71382,-2.42949,-2.37962,-1.31257,Q8IZA0;Q8IZA0-2;Q8IZA0-3;A0A8V8TKL0;A0A8V8TKL4;A0A8V8TKL9;A0A8V8TM39;A0A8V8TLU1;A0A8V8TKX7;A0A8V8TKY4;A0A8V8TM14;E7EN73,K319L_HUMAN,Q8IZA0;Q8IZA0-2,Dyslexia-associated protein KIAA0319-like protein
IGFBP7,PM,-1.25471,-2.86148,0.131495,-2.36525,-1.2683,-1.96667,-1.72769,-1.88599,-2.29451,-1.73181,-0.898002,-1.18883,Q16270;Q16270-2,IBP7_HUMAN,Q16270;Q16270-2,Insulin-like growth factor-binding protein 7
TMF1,Golgi apparatus,-1.72448,-2.25503,-0.429623,-1.52229,-1.83831,-1.65008,-1.29786,-1.85057,-1.53957,-2.06433,0.743466,-1.4769,P82094;P82094-2;A0A2R8Y7M0,TMF1_HUMAN,P82094,TATA element modulatory factor
AHNAK;AHNAK2,PM,-0.756445,-2.46435,0.186143,-1.50726,-1.26146,-1.23756,-1.40776,-1.53968,-2.35007,-3.50881,-1.19646,-1.03314,Q09666;Q8IVF2;Q8IVF2-3,AHNK2_HUMAN;AHNK_HUMAN,Q09666;Q8IVF2-3,Neuroblast differentiation-associated protein AHNAK
SEC22A,Golgi apparatus,-0.868747,-2.42848,-0.522269,-1.53627,-1.20987,-1.27745,-1.56262,-1.29663,-1.70358,-3.08196,0.0855611,-1.04546,Q96IW7;C9JNZ0;C9JRY4;C9JDJ8,SC22A_HUMAN,Q96IW7,Vesicle-trafficking protein SEC22a
RAB1B,PM,-0.945128,-2.80782,0.055408,-0.970997,-1.25999,-1.34767,-2.00102,-1.77009,-1.52125,-3.37641,-1.0332,-1.00363,Q92928;Q9H0U4;E9PLD0,RAB1B_HUMAN,Q9H0U4,Ras-related protein Rab-1B
RAB1A;RAB1B;RAB1C,PM,-0.941782,-3.33793,0.147594,-1.19284,-1.25716,-1.55345,-1.78459,-1.75075,-1.24794,-2.96425,-0.30468,-1.03642,Q92928;Q9H0U4;P62820;E9PLD0;E7END7;P62820-2,RAB1A_HUMAN;RAB1B_HUMAN;RAB1C_HUMAN,P62820;Q92928;Q9H0U4,Ras-related protein Rab-1A
RAB1A;RAB1B,Golgi apparatus,-0.648638,-2.86003,-1.19472,-1.06648,-1.39936,-1.40929,-1.89853,-1.75325,-1.17331,-3.18585,0.0418297,-1.06029,Q9H0U4;P62820;E7END7,RAB1A_HUMAN;RAB1B_HUMAN,P62820;Q9H0U4,Ras-related protein Rab-1A
RAB2A;RAB2B,Golgi apparatus,-1.04607,-2.85865,-0.964129,-1.27363,-1.39565,-1.23615,-1.65405,-1.71059,-1.46996,-3.27353,0.130556,-1.02706,P61019;Q8WUD1;H0YD31;E9PKL7;E9PE37;A0A3B3ITL1,RAB2A_HUMAN;RAB2B_HUMAN,P61019;Q8WUD1,Ras-related protein Rab-2A
TMED4;TMED9,Golgi apparatus,-1.019,-3.14032,-1.35724,-1.26181,-1.27953,-1.36793,-1.50845,-1.32567,-1.72342,-3.17968,0.896137,-1.06935,Q9BVK6;Q7Z7H5;Q7Z7H5-2;F8W7F7,TMED4_HUMAN;TMED9_HUMAN,Q7Z7H5;Q9BVK6,Transmembrane emp24 domain-containing protein 4
TMED4,Golgi apparatus,-0.958684,-2.99367,-1.57553,-1.28043,-1.33666,-1.33849,-1.45068,-1.39909,-1.48825,-3.29733,1.07316,-1.08684,Q7Z7H5;Q7Z7H5-2;Q7Z7H5-3;F8W7F7,TMED4_HUMAN,Q7Z7H5,Transmembrane emp24 domain-containing protein 4
YIPF3,Golgi apparatus,-1.40492,-2.64114,-1.23287,-1.82401,-1.30761,-1.17289,-1.03766,-1.51096,-1.15994,-3.20009,0.790946,-1.19244,Q9GZM5;E7EQR8;D6RFI3;D6RGY8,YIPF3_HUMAN,Q9GZM5,Protein YIPF3
SDF4,Golgi apparatus,-1.14496,-2.51462,-1.42534,-1.56542,-1.19671,-1.18696,-1.02531,-1.58706,-1.72384,-2.56156,0.581695,-1.16138,Q9BRK5;Q9BRK5-2;Q9BRK5-5;A0A5F9UP49,CAB45_HUMAN,Q9BRK5,45 kDa calcium-binding protein
RAB10;RAB13,Golgi apparatus,-1.26614,-2.9427,-1.22797,-1.17185,-1.17095,-1.19819,-1.11966,-1.52901,-1.92805,-2.90217,0.0812996,-1.08731,P51153;P61026;A0A087WWB9,RAB10_HUMAN;RAB13_HUMAN,P51153;P61026,Ras-related protein Rab-13
CANT1,Golgi apparatus,-0.731719,-2.21848,-2.00598,-1.53726,-1.1411,-1.38556,-1.59293,-1.8321,-1.36736,-2.19992,0.134511,-1.06478,Q8WVQ1;Q8WVQ1-2;Q8WVQ1-3;K7EN15,CANT1_HUMAN,Q8WVQ1;Q8WVQ1-3,Soluble calcium-activated nucleotidase 1
GOLM2,Golgi apparatus,-1.04079,-2.64331,-1.54248,-1.53388,-1.28437,-1.18393,-1.48108,-1.67893,-1.08343,-2.27235,0.0854059,-1.04827,Q6P4E1;H0YM51;Q6P4E1-2;Q6P4E1-5;A0A3B3IRW9,GOLM2_HUMAN,Q6P4E1;Q6P4E1-5,Protein GOLM2
RAB6A,Golgi apparatus,-0.97143,-2.54932,-1.4673,-1.76124,-1.4313,-1.21919,-1.53669,-1.7116,-1.29342,-2.53033,0.365674,-1.11312,Q9NRW1;Q9H0N0;P20340;Q9NRW1-2;J3KR73;C9JU14;P20340-2;P20340-4,RAB6A_HUMAN,P20340-2,"Isoform of P20340, Isoform 2 of Ras-related protein Rab-6A"
GOSR1,Golgi apparatus,-0.978667,-1.95602,-1.79657,-1.26606,-1.24298,-1.11592,-1.47161,-1.57544,-1.06993,-2.92182,0.586226,-1.09549,O95249;K7EJC8;B4DQA8;F6RU00;G5E9T8;E9PCW1,GOSR1_HUMAN,O95249,Golgi SNAP receptor complex member 1
NUCB1,Golgi apparatus,-1.86805,-2.64039,-0.999113,-1.27641,-1.56972,-1.48437,-1.43283,-1.6598,-1.98653,-3.10066,0.319867,-1.04818,Q02818;C9J3C1;C9JKZ2;C9JBD3;H7BZI1,NUCB1_HUMAN,Q02818,Nucleobindin-1
NUCB2,Golgi apparatus,-2.11702,-2.7797,-0.888243,-0.641419,-1.48499,-1.40108,-1.63723,-1.81787,-2.37649,-3.14315,0.0787841,-0.92855,P80303;P80303-2;H0YEG8;E9PKG6,NUCB2_HUMAN,P80303;P80303-2,Nucleobindin-2
TMED9,Golgi apparatus,-1.4203,-2.92818,-1.04116,-1.15653,-1.28116,-1.35908,-1.56285,-1.31408,-2.38657,-3.22697,0.61369,-0.872118,Q9BVK6,TMED9_HUMAN,Q9BVK6,Transmembrane emp24 domain-containing protein 9
TMED10,Golgi apparatus,-0.863928,-2.77562,-1.68031,-1.13184,-1.26732,-1.29669,-1.69458,-1.15903,-2.56104,-3.1146,0.267399,-1.01734,P49755,TMEDA_HUMAN,P49755,Transmembrane emp24 domain-containing protein 10
BET1L,Golgi apparatus,-1.13266,-2.92047,-2.23207,-1.41335,-1.26051,-1.4785,-1.47306,-1.81856,-1.2163,-1.53702,0.0920981,-0.929613,Q9NYM9;H7BXT7;B8ZZS0;E9PHY4;A0A0C4DH16,BET1L_HUMAN,Q9NYM9,BET1-like protein
UXS1,Golgi apparatus,-1.19979,-2.475,-2.43672,-1.94613,-1.45328,-1.21272,-1.43934,-1.57115,0.00657879,-1.44325,0.424508,-1.157,Q8NBZ7;C9JCB7;C9JE50;Q8NBZ7-2;Q8NBZ7-3,UXS1_HUMAN,Q8NBZ7;Q8NBZ7-2,UDP-glucuronic acid decarboxylase 1
YIPF4,Golgi apparatus,-1.00695,-1.88834,-2.08094,-1.06713,-0.880101,-1.38876,-1.09454,-1.30811,-0.472909,-2.17989,0.40444,-1.18331,Q9BSR8;H7C0D5,YIPF4_HUMAN,Q9BSR8,Protein YIPF4
MAN1A2,Golgi apparatus,-1.1641,-2.26814,-2.14254,-1.3797,-1.20152,-1.16782,-1.17874,-1.47901,-0.715673,-1.8318,0.226753,-1.14815,O60476;H0Y7H1,MA1A2_HUMAN,O60476,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB"
TRIP11,Golgi apparatus,-1.4098,-1.34112,-2.37769,-1.85936,-1.30064,-1.07587,-1.21549,-1.06131,-1.6858,-2.88758,0.657038,-1.14866,Q15643;H0YJ97;Q15643-2,TRIPB_HUMAN,Q15643,Thyroid receptor-interacting protein 11
GOLGA5,Golgi apparatus,-1.15328,-2.13919,-1.85958,-1.70028,-1.32275,-1.19083,-1.05796,-1.64246,-2.01049,-2.82694,1.42141,-1.11441,Q8TBA6;Q8TBA6-2,GOGA5_HUMAN,Q8TBA6;Q8TBA6-2,Golgin subfamily A member 5
SLC35E1,Golgi apparatus,-1.25768,-1.7002,-2.7683,-1.85413,-1.58576,-0.932831,-1.14157,-1.3692,-2.35797,-2.88134,1.59085,-0.949912,Q96K37;Q96K37-2;H7C1I0,S35E1_HUMAN,Q96K37,Solute carrier family 35 member E1
KIAA2013,Golgi apparatus,-0.783531,-1.14441,-2.34303,-1.04434,-1.43494,-0.961897,-1.57882,-1.79512,-1.50814,-2.7166,0.329911,-1.14275,Q8IYS2;Q8IYS2-2,K2013_HUMAN,Q8IYS2-2,"Isoform of Q8IYS2, Isoform 2 of Uncharacterized protein KIAA2013"
ARFRP1,Golgi apparatus,-0.717452,-0.943998,-2.64773,-1.22424,-1.466,-1.14395,-1.61052,-1.9504,-1.82082,-2.56836,0.625293,-1.15616,Q13795;Q13795-2;Q13795-3,ARFRP_HUMAN,Q13795,ADP-ribosylation factor-related protein 1
FUT8,Golgi apparatus,-1.25644,-0.700517,-1.87376,-2.4991,-1.68869,-1.24974,-1.16261,-1.95477,-1.89741,-2.55272,0.226347,-1.20759,Q9BYC5;Q9BYC5-3;Q9BYC5-4;G3XAD2,FUT8_HUMAN,Q9BYC5,"Alpha-(1,6)-fucosyltransferase"
EXT2,Golgi apparatus,-1.35773,-2.81553,-1.5933,-1.91627,-1.39183,-0.977995,-1.59775,-1.9921,-2.94797,-1.89299,1.85568,-1.18636,Q93063;A0A804HHX4;A0A804HL74;A0A804HKG2;Q93063-2;Q93063-3,EXT2_HUMAN,Q93063;Q93063-2;Q93063-3,Exostosin-2
GORASP1,Golgi apparatus,-1.43084,-1.46241,-2.96144,-1.54691,-1.56812,-0.982401,-1.51918,-1.83143,-1.92456,-2.38002,2.55696,-1.21376,Q9BQQ3;C9J9V9;C9J5S6;C9J0V5;G3V0G1;H7C0J2;Q9BQQ3-2;Q9BQQ3-3;A0A8Q3WKF9;A0A8Q3WKH3;A0A8Q3WKI0;A0A8Q3WLK9;A0A8Q3WL08;A0A8Q3SIN9;A0A8Q3SHU6;A0A8Q3SHU9;A0A8Q3SHV7;A0A8Q3SHW7;A0A8Q3SI07;A0A8Q3SI18,GORS1_HUMAN,Q9BQQ3;Q9BQQ3-2;Q9BQQ3-3,Golgi reassembly-stacking protein 1
GALNT4,Golgi apparatus,-1.55145,-2.58825,-2.66067,-2.2985,-1.5343,-1.15965,-1.61891,-1.81051,-1.27134,-1.98755,2.06329,-1.40407,Q8N4A0;Q8N4A0-2;F8VUJ3,GALT4_HUMAN,Q8N4A0;Q8N4A0-2,Polypeptide N-acetylgalactosaminyltransferase 4
GALNT4,Golgi apparatus,-1.44588,-2.60972,-2.72297,-2.30855,-1.58644,-1.16485,-1.58968,-1.83456,-1.28079,-1.98619,2.14163,-1.4149,Q8N4A0;F8VUJ3,GALT4_HUMAN,Q8N4A0,Polypeptide N-acetylgalactosaminyltransferase 4
GALNT2;GALNT4,Golgi apparatus,-1.33734,-2.71427,-2.53128,-2.87359,-1.40339,-1.24363,-1.19782,-1.72692,-1.17214,-1.34388,2.03534,-1.37372,Q10471;Q8N4A0;Q8N4A0-2;F8VUJ3,GALT2_HUMAN;GALT4_HUMAN,Q10471;Q8N4A0;Q8N4A0-2,Polypeptide N-acetylgalactosaminyltransferase 2
GOLGB1,Golgi apparatus,-1.28743,-1.88974,-3.03957,-2.06309,-1.32369,-1.09003,-1.34456,-1.75955,-1.54113,-1.49882,1.78034,-1.09524,A0A8Q3WLR7;A0A8Q3WKE2;A0A8Q3SHP0;Q14789-2,GOGB1_HUMAN,Q14789-2,"Isoform of Q14789, Isoform 2 of Golgin subfamily B member 1"
GOLGA2,Golgi apparatus,-1.42831,-1.7567,-2.83425,-1.53411,-1.31183,-0.916755,-1.45296,-1.67552,-1.08165,-2.21927,1.67997,-1.13069,Q08379;Q08379-2;A0A8I5QJQ7;A0A6Q8KRG2;B7ZC06;A0A1W2PQY5;A0A8J9BZL8;A0A8I5KNZ1;A0A8I5KQL3;A0A8I5KT73;A0A8I5KUW5;A0A8I5KZ34;A0A8I5KZ68;A0A087WYC0,GOGA2_HUMAN,Q08379,Golgin subfamily A member 2
GCC2,Golgi apparatus,-1.1396,-2.01034,-2.32861,-1.85228,-1.627,-1.4575,-1.3786,-1.79475,-1.55828,-2.21401,1.6236,-1.27016,Q8IWJ2;A0A8I5QJB7;A0A8I5KW38,GCC2_HUMAN,Q8IWJ2,GRIP and coiled-coil domain-containing protein 2
HS2ST1,Golgi apparatus,-1.181,-2.19827,-2.2583,-1.7836,-1.34426,-1.13828,-1.32274,-1.62815,-1.18796,-2.22007,1.44642,-1.15753,Q7LGA3;A0A8I5QKN0;A0A8I5KW95;Q7LGA3-2,HS2ST_HUMAN,Q7LGA3,Heparan sulfate 2-O-sulfotransferase 1
GOLGB1,Golgi apparatus,-1.06407,-2.1241,-2.20109,-2.17814,-1.46804,-1.18563,-1.3654,-1.72576,-1.42958,-1.98529,1.25608,-1.14559,Q14789;C9J8Q0;E7EU81;A0A8J9C4H3;H0Y867;H7C5I7;A0A8Q3WKE2;A0A8Q3WKA7;A0A8Q3WK92;A0A8Q3WLC9;A0A8Q3SHQ4;A0A8Q3SHQ5;A0A8Q3SHQ9;A0A8Q3SHI9;A0A8Q3SHM0;A0A8Q3SHP0;Q14789-2;Q14789-3;Q14789-4;A0A8Q3SHH2;A0A8Q3SHH5,GOGB1_HUMAN,Q14789-2;Q14789-4,"Isoform of Q14789, Isoform 2 of Golgin subfamily B member 1"
MGAT2,Golgi apparatus,-1.30312,-2.2677,-2.36915,-1.83796,-1.37157,-1.03273,-1.30167,-1.57762,-1.5757,-2.37845,1.84027,-1.16492,Q10469,MGAT2_HUMAN,Q10469,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
GALNT1;GALNT13,Golgi apparatus,-1.19411,-2.31498,-2.68684,-1.76225,-1.27543,-1.0733,-1.43279,-1.72065,-1.04398,-1.84921,1.18368,-1.0861,Q10472;Q8IUC8;K7EJV8;Q8IUC8-2;Q8IUC8-3,GALT1_HUMAN;GLT13_HUMAN,Q10472;Q8IUC8;Q8IUC8-3,Polypeptide N-acetylgalactosaminyltransferase 1
TM9SF4,Golgi apparatus,-1.07349,-2.31756,-2.04952,-1.85497,-1.38197,-1.10066,-1.39303,-1.67152,-1.16447,-2.02989,0.564068,-1.12536,Q92544;A0A0C4DFM1;F2Z2L1,TM9S4_HUMAN,Q92544,Transmembrane 9 superfamily member 4
MGAT1,Golgi apparatus,-1.0454,-1.93015,-2.37631,-1.70599,-1.40207,-1.0431,-1.46394,-1.72641,-1.58093,-2.09659,0.903247,-1.07447,P26572;D6RF69,MGAT1_HUMAN,P26572,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
GOLGB1;PALS2,Golgi apparatus,-0.901859,-2.80481,-1.69865,-2.45409,-1.42718,-1.34245,-1.43619,-1.79029,-2.05007,-1.66282,0.885033,-1.15683,Q14789;Q9NZW5;C9J8Q0;C9J4Q3;E7EU81;A0A8J9C4H3;C9JGI8;H0Y867;B8ZZG1;H7C5I7;A0A8Q3WKE2;A0A8Q3WKA7;A0A8Q3WK92;A0A8Q3WLC9;A0A8Q3SHQ4;A0A8Q3SHQ5;A0A8Q3SHQ9;A0A8Q3SHI9;A0A8Q3SHM0;A0A8Q3SHP0;Q14789-2;Q14789-3;Q14789-4;A0A8Q3SHH2;A0A8Q3SHH5,GOGB1_HUMAN;PALS2_HUMAN,Q14789-2;Q14789-4;Q9NZW5,"Isoform of Q14789, Isoform 2 of Golgin subfamily B member 1"
TM9SF3,Golgi apparatus,-1.40207,-2.94835,-1.93824,-1.77639,-1.19931,-0.936922,-1.36637,-1.72685,-2.34475,-2.33243,1.32994,-1.12309,Q9HD45;Q5TB53,TM9S3_HUMAN,Q9HD45,Transmembrane 9 superfamily member 3
B3GAT3,Golgi apparatus,-1.42065,-2.83492,-2.46404,-1.49676,-0.962658,-0.913064,-1.43254,-1.70991,-2.14427,-1.82791,1.16862,-1.11634,Q9NPZ5;O94766;A0A087WXU9,B3GA3_HUMAN,O94766,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3
GALNT1,Golgi apparatus,-1.20379,-3.03255,-2.4541,-1.48452,-1.04969,-1.21664,-1.32477,-1.56356,-1.1875,-1.912,1.34974,-1.11502,Q10472;K7EJV8,GALT1_HUMAN,Q10472,Polypeptide N-acetylgalactosaminyltransferase 1
FAM3C,Golgi apparatus,-1.15145,-3.15912,-1.9104,-1.65759,-1.39267,-1.24167,-1.53344,-1.73978,-1.41919,-2.45998,1.51423,-1.16195,Q92520;C9JP35;C9JMN4,FAM3C_HUMAN,Q92520,Protein FAM3C
GOLIM4,Golgi apparatus,-1.26252,-2.77673,-1.8142,-1.704,-1.57433,-1.2824,-1.44402,-1.67856,-1.72708,-2.01969,0.994196,-1.24151,O00461;F8W785,GOLI4_HUMAN,O00461,Golgi integral membrane protein 4
DHRSX,ER,-1.17695,-2.00571,-2.63155,0.507615,-0.942753,-2.15053,-2.32538,-1.21648,-0.922198,-0.705348,-1.8319,-1.10838,Q8N5I4;C9JB06,DHRSX_HUMAN,Q8N5I4,Dehydrogenase/reductase SDR family member on chromosome X
LPIN1;LPIN2,Cytoplasm,-1.07577,-1.13006,-1.15938,-1.03812,0.473973,-2.5408,-1.31622,-0.937036,-3.397,-1.65921,-1.32016,-1.50075,Q92539;Q14693;Q9BQK8;Q14693-2;Q14693-3;Q14693-4;Q14693-5;Q14693-7;Q9BQK8-2;H0Y5E1;A0A8V8TLW1;A0A8V8TKZ9,LPIN1_HUMAN;LPIN2_HUMAN,Q14693;Q14693-2;Q14693-3;Q14693-5;Q14693-7;Q92539,Phosphatidate phosphatase LPIN1
RAB18,Golgi apparatus,-1.3467,-2.48739,-1.78288,-0.465224,-1.50485,-1.46188,-1.64886,-1.14456,-3.09824,-3.23198,0.5676,-1.14388,Q9NP72;A0A8C8NLQ3;H0Y6T8;B7Z4P9;A0A804HIB9;Q9NP72-2,RAB18_HUMAN,Q9NP72,Ras-related protein Rab-18
NUS1,ER,-1.45328,-2.67792,-0.516379,0.898614,-1.30883,-3.25067,-0.720829,-1.64797,-2.66972,-1.53683,-2.87391,-1.11133,Q96E22,NGBR_HUMAN,Q96E22,Dehydrodolichyl diphosphate synthase complex subunit NUS1
RAB12,PM,-0.855289,-2.47752,0.313893,-1.13528,-1.32091,-1.89434,-1.49465,-2.0989,-3.57814,-2.60886,-1.51477,-0.992752,Q6IQ22;A0A3B3ITT1,RAB12_HUMAN,Q6IQ22,Ras-related protein Rab-12
DHRS1,ER,-1.50067,-2.37789,-0.896989,0.661877,-1.15661,-2.1238,-1.59249,-2.13437,-3.78465,-2.62173,-2.26147,-0.959224,Q96LJ7;H0YNC2,DHRS1_HUMAN,Q96LJ7,Dehydrogenase/reductase SDR family member 1
ACSL4,ER,-1.41809,-1.54073,-0.899338,0.0294871,-1.02752,-1.98584,-1.58187,-2.4268,-3.95188,-2.74412,-2.10828,-0.972528,O60488;D6RF95;A0A804HI36;O60488-2,ACSL4_HUMAN,O60488;O60488-2,Long-chain-fatty-acid--CoA ligase 4
SCCPDH,ER,-2.13947,-1.87058,-1.03594,1.50742,-1.16812,-1.35784,-2.96826,-1.31393,-3.64927,-2.46702,-2.96252,-1.46555,Q8NBX0,SCPDL_HUMAN,Q8NBX0,Saccharopine dehydrogenase-like oxidoreductase
CYB5B,ER,-1.2337,-0.861889,-1.20723,0.602771,-1.00231,-2.5972,-2.58526,-1.39401,-4.06104,-2.31656,-2.88292,-1.20733,O43169;A0A8I5QJ67;A0A8I5QKN7;H3BUX2;D6RFH4;A0A8I5KP74;A0A8I5KSY3;A0A8I5KSY8;A0A8I5KX20;A0A8I5KYK4;J3QR91,CYB5B_HUMAN,O43169,Cytochrome b5 type B
LDAH,ER,-2.03699,-1.19458,-2.41562,0.979605,-1.1781,-1.00484,-0.611643,-2.29869,-3.73081,-3.23078,-1.5584,-1.29057,Q9H6V9;Q9H6V9-4;Q9H6V9-2;Q9H6V9-3;B5MDU6;B5MCU4;A0A0A0MSH6,LDAH_HUMAN,Q9H6V9,Lipid droplet-associated hydrolase
HSD17B11,ER,-1.55061,-1.76659,-1.9197,1.35233,-1.06492,-2.52229,-1.93857,-2.07892,-3.45528,-2.83959,-2.13631,-0.946125,Q8NBQ5;D6RCD0,DHB11_HUMAN,Q8NBQ5,Estradiol 17-beta-dehydrogenase 11
TOR1A,ER,-1.69765,-1.8121,-2.3643,1.68331,-1.10091,-2.22359,-1.84778,-1.97739,-3.29264,-3.13617,-2.04175,-0.971656,O14656;O14656-2;A0A494BZT7,TOR1A_HUMAN,O14656;O14656-2,Torsin-1A
NSDHL,ER,-1.51438,-2.06319,-1.9384,1.33556,-1.06993,-1.85901,-1.32307,-2.03707,-3.2769,-2.95801,-1.70454,-1.05723,Q15738;C9JDR0,NSDHL_HUMAN,Q15738,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"
TOR1A,ER,-1.72304,-2.03908,-2.07704,1.82883,-1.14103,-2.34158,-1.51153,-2.04858,-2.94627,-2.83431,-1.65672,-1.1206,O14656,TOR1A_HUMAN,O14656,Torsin-1A
TPM3,Cytoplasm,-1.83951,-1.70042,-0.725314,-1.18415,0.771889,-1.49639,-1.16248,-2.5028,-3.5323,-1.93035,-2.18704,-1.63915,A0A087WWU8,A0A087WWU8_HUMAN,A0A087WWU8,"Isoform of P06753, Tropomyosin 3"
RAVER1,Mitochondria,-1.70189,-1.53,-1.0221,-1.91589,-0.998291,0.851679,-0.989898,-1.22833,-4.49293,-2.60486,-2.48785,-1.14784,E9PAU2;A0A087WZ13,A0A087WZ13_HUMAN;E9PAU2_HUMAN,A0A087WZ13;E9PAU2,"Isoform of Q8IY67, Ribonucleoprotein, PTB binding 1"
DOCK1,Translation,-1.01017,-1.08855,-2.70418,-1.28139,-0.404004,-1.6537,-1.15562,0.20685,-3.14402,-1.46233,-1.48352,-1.13055,A0A096LNH6,A0A096LNH6_HUMAN,A0A096LNH6,"Isoform of Q14185, Dedicator of cytokinesis 1"
EIF4G3,Translation,-1.91553,-1.65039,-0.18971,-1.28149,-1.77621,-1.67697,-1.54273,1.11507,-3.50304,-1.98683,-1.72901,-1.48082,A0A0A0MSA7;A0A804HJV5,A0A0A0MSA7_HUMAN;A0A804HJV5_HUMAN,A0A0A0MSA7;A0A804HJV5,"Isoform of O43432, Eukaryotic translation initiation factor 4 gamma 3"
HLA-C,PM,-0.945229,-2.45342,0.853993,-1.21494,-1.14694,-1.15049,-1.53135,-1.44471,-1.81395,-3.53976,-1.65909,-1.04599,O19617;A2BF26;A0A1W2PP77;A0A1W2PS56;A0A1W2PRX1;A0A140T9S7;A0A140T9U8;A0A140T9L3;A0A140T9Q4;A0A140T9H5;A0A140T921;Q5RIP0;A0A140TA05;A0A140TA19;A0A0G2JIF0;A0A0G2JH50,A0A0G2JH50_HUMAN;A0A0G2JIF0_HUMAN;A0A1W2PP77_HUMAN;A0A1W2PS56_HUMAN;A2BF26_HUMAN;Q5RIP0_HUMAN,A0A0G2JH50;A0A0G2JIF0;A0A1W2PP77;A0A1W2PS56;A2BF26;Q5RIP0,"Isoform of P10321, HLA class I histocompatibility antigen, C alpha chain"
HLA-C,PM,-1.31684,-2.66025,1.94252,-1.11745,-1.3253,-1.29173,-1.56673,-1.35473,-2.00524,-3.57835,-2.48022,-1.04593,A2BF26;A0A1W2PNZ7;A0A1W2PR11;A0A1W2PS56;A0A1W2PRX1;A0A140T9U0;A0A140T9W2;A0A140T9M0;A0A140T9J9;A0A140T9B3;A0A140T962;Q5RIP0;Q53YP1;A0A0G2JIF0;Q5QT33;A0A0G2JH50,A0A0G2JH50_HUMAN;A0A0G2JIF0_HUMAN;A0A1W2PS56_HUMAN;A2BF26_HUMAN;Q5RIP0_HUMAN,A0A0G2JH50;A0A0G2JIF0;A0A1W2PS56;A2BF26;Q5RIP0,"Isoform of P10321, HLA class I histocompatibility antigen, C alpha chain"
DDX3X,Translation,-1.22847,-1.78558,-0.953594,-1.77076,-1.2129,-1.44507,-1.6872,1.13681,-3.49343,-1.77014,-1.76529,-1.37735,A0A2R8Y4A4;A0A2R8Y5G6;A0A2R8YDT5;A0A2R8YCW1;A0A2R8YFS5;A0A2R8YFR4;A0A0J9YVQ7,A0A0J9YVQ7_HUMAN;A0A2R8Y4A4_HUMAN;A0A2R8Y5G6_HUMAN;A0A2R8YCW1_HUMAN;A0A2R8YDT5_HUMAN;A0A2R8YFR4_HUMAN;A0A2R8YFS5_HUMAN,A0A0J9YVQ7;A0A2R8Y4A4;A0A2R8Y5G6;A0A2R8YCW1;A0A2R8YDT5;A0A2R8YFR4;A0A2R8YFS5,"Isoform of O00571, DEAD-box helicase 3 X-linked (Fragment)"
HLA-A,PM,-1.12008,-2.7422,0.716234,-1.31058,-1.21164,-1.26571,-1.63208,-1.51671,-1.99473,-3.53792,-1.25796,-1.05488,A0A1W2PPQ2;A0A1W2PRT9;A0A140T9X5;A0A140T9I0;A0A140T933;A0A140T955;A0A140T913;Q53Z42,A0A140T913_HUMAN;A0A140T9I0_HUMAN;A0A140T9X5_HUMAN;Q53Z42_HUMAN,A0A140T913;A0A140T9I0;A0A140T9X5;Q53Z42,"Isoform of P04439, HLA class I histocompatibility antigen, A alpha chain"
